SCORE	StdDev	width	second
1.036631	570.511775	105	49
0.984986	542.088810	105	50
1.011137	556.481160	105	51
1.034217	569.183244	105	52
0.983468	541.253379	105	53
1.003242	552.136088	105	54
0.974776	536.469695	105	55
0.984055	541.576484	105	56
1.012562	557.264944	105	57
1.037950	571.237693	105	58
0.961156	528.973868	105	59
1.011977	556.942918	105	60
1.018800	560.698458	105	61
0.936760	515.547596	105	62
1.007066	554.240255	105	63
0.998686	549.628411	105	64
0.975860	537.065913	105	65
0.981524	540.183291	105	66
0.980910	539.845413	105	67
1.032547	568.263901	105	68
1.003783	552.433780	105	69
1.018640	560.610403	105	70
1.012560	557.263881	105	71
0.989601	544.628608	105	72
1.004315	552.726141	105	73
1.028966	566.293242	105	74
0.978757	538.660395	105	75
0.984073	541.586274	105	76
0.991874	545.879307	105	77
0.995745	548.009686	105	78
0.976718	537.538111	105	79
1.009587	555.627954	105	80
1.012405	557.178786	105	81
0.964337	530.724569	105	82
1.004103	552.609541	105	83
0.996654	548.510122	105	84
0.983247	541.131778	105	85
1.008501	555.030398	105	86
1.026572	564.975298	105	87
1.037233	570.843040	105	88
1.015037	558.627121	105	89
0.976115	537.206358	105	90
0.998984	549.792364	105	91
1.015183	558.707442	105	92
1.046146	575.748345	105	93
0.992039	545.970103	105	94
0.961503	529.164827	105	95
1.028658	566.123683	105	96
0.981393	540.111284	105	97
1.013841	557.968797	105	98
1.034595	569.390807	105	99
1.016794	559.594107	105	100
0.986376	542.853555	105	101
0.992251	546.087197	105	102
1.035181	569.713444	105	103
1.023876	563.491945	105	104
0.924529	513.539968	106	0
1.024162	568.882506	106	1
0.984121	546.640970	106	2
1.046956	581.543269	106	3
1.027883	570.949069	106	4
0.977656	543.049758	106	5
0.988286	548.954403	106	6
1.007077	559.391950	106	7
0.964748	535.879930	106	8
0.989343	549.541743	106	9
1.032193	573.343204	106	10
1.010028	561.031296	106	11
0.987525	548.531685	106	12
1.018624	565.806074	106	13
1.090798	605.895896	106	14
0.811474	450.742315	106	15
0.956478	531.286280	106	16
0.967154	537.216801	106	17
1.019385	566.228632	106	18
0.971263	539.499124	106	19
0.992881	551.506840	106	20
1.024665	569.161545	106	21
1.006330	558.977303	106	22
1.028850	571.486190	106	23
0.983287	546.177865	106	24
0.955004	530.467428	106	25
0.996632	553.590194	106	26
1.032768	573.662590	106	27
0.954144	529.989956	106	28
1.018664	565.828500	106	29
0.987242	548.374660	106	30
0.989870	549.834180	106	31
0.975700	541.963544	106	32
1.049453	582.930512	106	33
1.012441	562.371607	106	34
0.994151	552.212375	106	35
1.011262	561.716994	106	36
1.003901	557.628215	106	37
0.997866	554.275750	106	38
0.989690	549.734256	106	39
1.024797	569.235211	106	40
1.038095	576.621429	106	41
1.002944	557.096563	106	42
1.027849	570.930142	106	43
0.986129	547.756137	106	44
0.993274	551.725166	106	45
1.013229	562.809397	106	46
0.996981	553.784273	106	47
1.032953	573.765187	106	48
1.026754	570.322011	106	49
1.052866	584.826279	106	50
1.071251	595.038301	106	51
1.002682	556.950762	106	52
0.947074	526.062814	106	53
0.981049	544.934908	106	54
0.980067	544.389361	106	55
0.977906	543.189117	106	56
1.019193	566.122087	106	57
1.003134	557.202074	106	58
0.990343	550.096904	106	59
1.000297	555.626371	106	60
0.963853	535.382795	106	61
1.013909	563.187133	106	62
1.018225	565.584653	106	63
1.011073	561.611794	106	64
0.999163	554.996426	106	65
1.003132	557.200664	106	66
0.955048	530.492042	106	67
1.020885	567.061818	106	68
0.984204	546.687078	106	69
1.000439	555.705121	106	70
0.992483	551.285644	106	71
0.978853	543.714660	106	72
0.994681	552.506713	106	73
0.971857	539.828707	106	74
1.065564	591.879484	106	75
1.027459	570.713763	106	76
0.979017	543.805984	106	77
0.991501	550.740079	106	78
0.999172	555.001336	106	79
0.970553	539.104651	106	80
1.009617	560.803281	106	81
1.026602	570.237487	106	82
0.958282	532.288538	106	83
0.986031	547.702126	106	84
1.004090	557.732813	106	85
0.979666	544.166415	106	86
0.993802	552.018548	106	87
0.995242	552.818354	106	88
1.027382	570.670793	106	89
1.037599	576.345839	106	90
0.966334	536.761088	106	91
0.992765	551.442229	106	92
1.012492	562.400149	106	93
1.051178	583.888548	106	94
0.995919	553.194387	106	95
0.957627	531.924920	106	96
1.014437	563.480375	106	97
0.985301	547.296360	106	98
1.013026	562.696438	106	99
1.026987	570.451297	106	100
1.016418	564.580870	106	101
0.982485	545.732026	106	102
0.992017	551.027116	106	103
1.034904	574.848810	106	104
1.025379	569.558206	106	105
0.916416	513.539968	107	0
1.032107	578.370662	107	1
0.987080	553.138346	107	2
1.045345	585.788595	107	3
1.030069	577.228298	107	4
0.981307	549.903122	107	5
0.994033	557.034737	107	6
1.013801	568.112351	107	7
0.960002	537.964138	107	8
1.002480	561.768243	107	9
1.024714	574.227888	107	10
1.008377	565.072596	107	11
0.989417	554.448127	107	12
1.014627	568.575136	107	13
1.068338	598.673372	107	14
0.729299	408.683259	107	15
0.981283	549.889657	107	16
0.993914	556.967946	107	17
1.018530	570.762171	107	18
1.011404	566.769022	107	19
1.009377	565.633046	107	20
1.014514	568.511482	107	21
1.017331	570.090299	107	22
1.001209	561.055851	107	23
0.949657	532.167204	107	24
0.946647	530.480504	107	25
1.011674	566.920030	107	26
1.047058	586.748869	107	27
0.982581	550.616990	107	28
0.968776	542.881130	107	29
0.991501	555.615730	107	30
1.025910	574.897548	107	31
1.017941	570.431998	107	32
1.017899	570.408361	107	33
1.010767	566.412215	107	34
0.995942	558.104637	107	35
0.988110	553.715759	107	36
0.973318	545.426472	107	37
0.957338	536.471464	107	38
1.032317	578.488300	107	39
0.988319	553.832394	107	40
1.039557	582.545368	107	41
1.008550	565.169883	107	42
1.056556	592.071386	107	43
1.001039	560.960576	107	44
1.024760	574.253252	107	45
1.024738	574.241015	107	46
1.023662	573.637980	107	47
1.013687	568.048363	107	48
0.986746	552.951313	107	49
1.041172	583.450482	107	50
0.983506	551.135559	107	51
1.009197	565.532249	107	52
1.034573	579.752161	107	53
0.986696	552.922988	107	54
1.000447	560.628645	107	55
0.981500	550.011365	107	56
0.983032	550.870018	107	57
1.011347	566.736963	107	58
1.027014	575.516461	107	59
0.951699	533.311617	107	60
1.034222	579.555841	107	61
0.990312	554.949490	107	62
0.956633	536.076566	107	63
1.005383	563.395173	107	64
0.995482	557.846794	107	65
0.998825	559.719875	107	66
1.005727	563.587511	107	67
1.020548	571.893077	107	68
1.030931	577.711550	107	69
0.985149	552.056408	107	70
1.013995	568.220820	107	71
0.992989	556.449573	107	72
0.977497	547.768447	107	73
1.017857	570.385268	107	74
0.941819	527.775226	107	75
1.019865	571.510243	107	76
1.034904	579.937959	107	77
1.008679	565.242204	107	78
0.981701	550.124111	107	79
1.004313	562.795193	107	80
0.977183	547.592517	107	81
0.992633	556.250373	107	82
1.002627	561.850600	107	83
0.988938	554.179457	107	84
0.996399	558.360759	107	85
0.993394	556.676516	107	86
1.003250	562.199651	107	87
0.992628	556.247054	107	88
0.980935	549.694631	107	89
1.017124	569.974145	107	90
1.042132	583.988422	107	91
0.963201	539.756788	107	92
0.998472	559.522147	107	93
1.002662	561.870301	107	94
1.039555	582.544243	107	95
1.004275	562.773956	107	96
0.958156	536.930118	107	97
1.006985	564.292499	107	98
0.995534	557.875583	107	99
1.015902	569.289534	107	100
1.024094	573.880357	107	101
1.017315	570.081581	107	102
0.981040	549.753743	107	103
0.993221	556.579720	107	104
1.026996	575.506670	107	105
1.028309	576.242449	107	106
0.907969	513.539968	108	0
1.043297	590.080219	108	1
0.990379	560.150228	108	2
1.042814	589.806835	108	3
1.028810	581.886618	108	4
0.985805	557.562916	108	5
0.999192	565.134607	108	6
1.038240	587.219826	108	7
0.952319	538.623994	108	8
1.002282	566.882400	108	9
1.019024	576.351762	108	10
1.011313	571.990054	108	11
0.995114	562.828367	108	12
1.004484	568.127581	108	13
1.044863	590.965731	108	14
0.740714	418.941704	108	15
1.007352	569.750112	108	16
1.010978	571.800511	108	17
1.031200	583.238433	108	18
1.033072	584.297161	108	19
0.987297	558.407219	108	20
0.976719	552.424314	108	21
1.002274	566.877694	108	22
0.979141	553.793995	108	23
0.966162	546.453205	108	24
0.977846	553.061553	108	25
1.019579	576.665181	108	26
1.034156	584.910007	108	27
1.017846	575.685431	108	28
0.936521	529.688303	108	29
1.022989	578.593972	108	30
1.030556	582.873935	108	31
1.007215	569.672413	108	32
0.953085	539.057256	108	33
1.022007	578.038720	108	34
1.016982	575.196680	108	35
0.952587	538.775371	108	36
1.006610	569.330009	108	37
0.987295	558.405661	108	38
1.023085	578.648248	108	39
0.998011	564.467024	108	40
1.030200	582.672813	108	41
1.028072	581.469240	108	42
1.021905	577.980906	108	43
1.006052	569.014636	108	44
0.992662	561.441267	108	45
0.998296	564.627824	108	46
0.998231	564.591369	108	47
0.994068	562.236739	108	48
1.021156	577.557295	108	49
1.020893	577.408430	108	50
1.054570	596.456125	108	51
1.069829	605.086626	108	52
1.007813	570.010892	108	53
0.949022	536.759180	108	54
0.979734	554.129398	108	55
0.987914	558.755750	108	56
0.979220	553.838858	108	57
1.015326	574.259991	108	58
0.995250	562.905330	108	59
1.009590	571.015558	108	60
1.001588	566.489636	108	61
0.976564	552.336788	108	62
1.034221	584.946823	108	63
0.967163	547.019135	108	64
1.007040	569.573716	108	65
1.006545	569.293398	108	66
0.977522	552.878176	108	67
0.970341	548.816678	108	68
0.985916	557.626005	108	69
1.032032	583.708832	108	70
1.008196	570.227415	108	71
1.021900	577.978402	108	72
1.013241	573.080830	108	73
0.981268	554.997281	108	74
1.021114	577.533525	108	75
0.992095	561.120857	108	76
0.981975	555.397188	108	77
1.009779	571.122402	108	78
1.006096	569.039308	108	79
0.985878	557.604252	108	80
0.999013	565.033512	108	81
0.993425	561.872925	108	82
0.980372	554.490229	108	83
0.985492	557.386294	108	84
1.013801	573.397554	108	85
0.992636	561.426894	108	86
1.003623	567.640694	108	87
1.019574	576.662604	108	88
1.007122	569.619606	108	89
0.970734	549.038875	108	90
1.014699	573.905605	108	91
1.030071	582.599747	108	92
0.966457	546.620316	108	93
1.000394	565.814559	108	94
0.991502	560.785449	108	95
1.031175	583.224074	108	96
1.020525	577.200772	108	97
0.962813	544.559169	108	98
0.995623	563.115980	108	99
1.005658	568.791659	108	100
1.010610	571.592702	108	101
1.020720	577.310746	108	102
1.016243	574.778460	108	103
0.976114	552.081992	108	104
0.991864	560.990304	108	105
1.022232	578.166087	108	106
1.030045	582.585014	108	107
0.899587	513.539968	109	0
1.049622	599.189483	109	1
0.994801	567.894027	109	2
1.038783	593.002091	109	3
1.025039	585.155728	109	4
0.989272	564.737717	109	5
1.001297	571.602824	109	6
1.044756	596.411591	109	7
0.950016	542.328186	109	8
1.003557	572.892850	109	9
1.017305	580.740662	109	10
1.006901	574.801566	109	11
0.990702	565.554536	109	12
0.994563	567.758528	109	13
1.010587	576.905795	109	14
0.780120	445.340713	109	15
1.011411	577.375995	109	16
1.025573	585.460611	109	17
1.001600	571.775768	109	18
1.008612	575.778275	109	19
0.961120	548.667234	109	20
0.966314	551.631795	109	21
1.010346	576.768076	109	22
0.972193	554.988228	109	23
1.001762	571.868153	109	24
1.012093	577.765615	109	25
1.011638	577.506040	109	26
1.010463	576.835114	109	27
1.023462	584.255934	109	28
0.929759	530.764073	109	29
1.023135	584.068846	109	30
1.004379	573.361820	109	31
0.994279	567.596342	109	32
0.962447	549.424725	109	33
1.047410	597.926447	109	34
1.010806	577.030774	109	35
0.996197	568.691311	109	36
1.011221	577.267927	109	37
1.000528	571.163396	109	38
0.988598	564.353396	109	39
1.007499	575.143308	109	40
1.008972	575.984128	109	41
1.042234	594.972045	109	42
1.017353	580.768118	109	43
1.045817	597.017051	109	44
0.998714	570.128088	109	45
1.016050	580.024580	109	46
1.041217	594.391090	109	47
1.036643	591.779992	109	48
1.012407	577.944655	109	49
0.993820	567.334207	109	50
1.039622	593.480578	109	51
0.983560	561.477184	109	52
1.006185	574.393062	109	53
1.033014	589.708782	109	54
0.986460	563.132875	109	55
0.999369	570.501645	109	56
0.973884	555.953708	109	57
0.981969	560.569079	109	58
1.014461	579.117351	109	59
1.015183	579.529515	109	60
0.950266	542.470955	109	61
1.024539	584.870327	109	62
0.974363	556.227137	109	63
0.970322	553.920332	109	64
1.007854	575.345534	109	65
1.019789	582.158900	109	66
1.012765	578.149172	109	67
1.020955	582.824361	109	68
0.982341	560.781323	109	69
1.017436	580.815475	109	70
0.985868	562.794516	109	71
0.994854	567.924232	109	72
1.009069	576.039226	109	73
0.980403	559.675149	109	74
0.992045	566.320941	109	75
0.988247	564.152751	109	76
1.056803	603.288741	109	77
1.001845	571.915301	109	78
0.972912	555.398890	109	79
0.993596	567.206405	109	80
0.999228	570.421437	109	81
0.978853	558.790175	109	82
0.994772	567.877912	109	83
1.004125	573.217094	109	84
0.972583	555.210790	109	85
1.016110	580.058779	109	86
1.001214	571.555021	109	87
0.969438	553.415623	109	88
1.017739	580.988745	109	89
1.031270	588.712739	109	90
0.990266	565.305227	109	91
1.001262	571.582464	109	92
0.992613	566.645096	109	93
0.973682	555.838155	109	94
0.990570	565.478927	109	95
0.982817	561.052825	109	96
1.026891	586.212963	109	97
1.032771	589.569965	109	98
0.977417	557.970102	109	99
0.988119	564.079803	109	100
1.007924	575.385624	109	101
1.005691	574.111177	109	102
1.021592	583.188232	109	103
1.012844	578.194110	109	104
0.973268	555.602066	109	105
0.988874	564.510777	109	106
1.023400	584.220182	109	107
1.031711	588.964476	109	108
0.891875	513.539968	110	0
1.053789	606.769451	110	1
0.996779	573.943048	110	2
1.036811	596.993419	110	3
1.021281	588.051470	110	4
0.994790	572.798193	110	5
1.003842	578.009931	110	6
1.037454	597.363710	110	7
0.954657	549.689250	110	8
1.002617	577.304733	110	9
1.019422	586.981299	110	10
1.013084	583.331856	110	11
0.986977	568.299408	110	12
0.982646	565.805732	110	13
0.995069	572.958770	110	14
0.898225	517.196200	110	15
0.976353	562.181777	110	16
0.995112	572.983199	110	17
0.966430	556.468439	110	18
1.014568	584.185880	110	19
0.957287	551.203605	110	20
0.958816	552.084142	110	21
1.009717	581.392837	110	22
0.987086	568.362034	110	23
1.025957	590.743707	110	24
1.008902	580.923949	110	25
0.962013	553.924870	110	26
0.991594	570.957922	110	27
1.044298	601.304443	110	28
0.961365	553.551865	110	29
1.006316	579.434749	110	30
0.987752	568.745357	110	31
1.003638	577.892661	110	32
1.011026	582.146922	110	33
1.033526	595.102114	110	34
1.012516	583.004620	110	35
0.998465	574.914269	110	36
0.981419	565.099050	110	37
0.976107	562.040596	110	38
0.951646	547.955800	110	39
1.033758	595.235494	110	40
0.983208	566.129153	110	41
1.029862	592.992401	110	42
1.019753	587.171668	110	43
1.040838	599.312093	110	44
1.013378	583.500951	110	45
1.009534	581.287518	110	46
0.999790	575.676841	110	47
0.996016	573.503854	110	48
1.000277	575.957498	110	49
1.004667	578.484874	110	50
1.021368	588.101698	110	51
1.048370	603.649415	110	52
1.073300	618.003994	110	53
1.013477	583.558155	110	54
0.953905	549.256410	110	55
0.978122	563.200350	110	56
0.999821	575.695103	110	57
0.980750	564.713889	110	58
1.010049	581.583862	110	59
0.995040	572.941770	110	60
1.029793	592.952605	110	61
0.986698	568.138732	110	62
0.995359	573.125522	110	63
1.032032	594.242060	110	64
0.940290	541.417135	110	65
1.010620	581.912993	110	66
0.999404	575.454965	110	67
0.983099	566.066162	110	68
0.993804	572.230094	110	69
1.013904	583.803634	110	70
1.033724	595.216059	110	71
0.990579	570.373376	110	72
1.013592	583.624000	110	73
0.999123	575.293016	110	74
0.981474	565.130635	110	75
1.004696	578.502139	110	76
0.942738	542.826568	110	77
1.036589	596.866055	110	78
1.037423	597.345816	110	79
0.998281	574.808130	110	80
0.998531	574.952025	110	81
0.995389	573.143123	110	82
0.975655	561.779913	110	83
1.007527	580.132186	110	84
1.026798	591.227925	110	85
0.957569	551.366125	110	86
1.001222	576.501340	110	87
1.001533	576.680646	110	88
0.984911	567.109728	110	89
1.012596	583.050505	110	90
1.027228	591.475736	110	91
1.025396	590.420701	110	92
0.993933	572.304711	110	93
0.982425	565.678429	110	94
0.990851	570.529785	110	95
0.997660	574.450280	110	96
0.983175	566.110186	110	97
1.005197	578.790561	110	98
1.041548	599.720907	110	99
0.997111	574.134610	110	100
0.985669	567.546194	110	101
1.010256	581.703551	110	102
1.005747	579.106870	110	103
1.021336	588.083271	110	104
1.011072	582.173036	110	105
0.972270	559.831179	110	106
0.986599	568.081485	110	107
1.028052	591.949996	110	108
1.033014	594.807212	110	109
0.882691	513.539968	111	0
1.058525	615.838578	111	1
0.999538	581.520546	111	2
1.033729	601.412572	111	3
1.017059	591.714193	111	4
0.999717	581.624603	111	5
1.005775	585.149239	111	6
1.025086	596.383770	111	7
0.963667	560.650836	111	8
0.993899	578.239484	111	9
1.020557	593.748932	111	10
1.012658	589.153656	111	11
0.991406	576.789526	111	12
0.978061	569.025419	111	13
0.993243	577.857936	111	14
1.048499	610.005463	111	15
0.920265	535.400265	111	16
0.960007	558.521733	111	17
0.966643	562.382593	111	18
1.017464	591.949878	111	19
0.958411	557.593134	111	20
0.988382	575.029730	111	21
1.030202	599.360581	111	22
1.018074	592.304593	111	23
1.014982	590.505350	111	24
0.964043	560.869631	111	25
0.937944	545.685594	111	26
1.007417	586.104323	111	27
1.045935	608.513751	111	28
0.989280	575.552192	111	29
0.954566	555.356395	111	30
1.008415	586.684761	111	31
1.028787	598.537053	111	32
1.011593	588.534059	111	33
0.960506	558.812195	111	34
1.018983	592.833103	111	35
1.018694	592.664958	111	36
0.951388	553.507498	111	37
1.009206	587.144933	111	38
0.996063	579.498867	111	39
1.016197	591.212707	111	40
0.985871	573.568967	111	41
1.031786	600.282023	111	42
1.037430	603.565704	111	43
1.005875	585.207330	111	44
1.022987	595.162574	111	45
0.989374	575.607306	111	46
1.003409	583.772707	111	47
1.035590	602.495149	111	48
1.039500	604.769787	111	49
1.021380	594.227794	111	50
1.001964	582.931720	111	51
1.036049	602.762267	111	52
0.985952	573.616007	111	53
1.002912	583.483181	111	54
1.030516	599.543119	111	55
0.985644	573.436785	111	56
0.998739	581.055457	111	57
0.965610	561.781553	111	58
0.981954	571.290128	111	59
1.017970	592.244198	111	60
1.015884	591.030234	111	61
0.960318	558.702819	111	62
1.005540	585.012299	111	63
0.965916	561.959283	111	64
0.991603	576.903747	111	65
1.012690	589.172152	111	66
1.010364	587.819181	111	67
0.998986	581.199219	111	68
0.983814	572.372394	111	69
0.954915	555.559357	111	70
0.992716	577.551410	111	71
1.028380	598.300165	111	72
1.005553	585.019761	111	73
1.024383	595.975171	111	74
1.007793	586.323236	111	75
0.971247	565.061176	111	76
1.021321	594.193307	111	77
0.971416	565.159625	111	78
0.998345	580.826081	111	79
1.021658	594.389494	111	80
1.014904	590.460499	111	81
0.985382	573.284748	111	82
1.003238	583.672791	111	83
0.972652	565.878586	111	84
0.996966	580.024070	111	85
1.023843	595.661109	111	86
0.963144	560.346871	111	87
0.975299	567.418706	111	88
1.010019	587.618425	111	89
0.973916	566.613558	111	90
1.003912	584.065479	111	91
1.025103	596.394165	111	92
1.040323	605.248574	111	93
1.007127	585.935800	111	94
0.985447	573.322358	111	95
0.997940	580.590771	111	96
0.996084	579.510732	111	97
0.994006	578.302125	111	98
0.991765	576.998432	111	99
1.036007	602.737877	111	100
1.007266	586.016585	111	101
0.993955	578.272414	111	102
1.011377	588.408191	111	103
1.008955	586.999380	111	104
1.017331	591.872128	111	105
1.007759	586.303289	111	106
0.970330	564.527410	111	107
0.984060	572.515270	111	108
1.026886	597.431132	111	109
1.034094	601.624854	111	110
0.874047	513.539968	112	0
1.061789	623.846062	112	1
1.002189	588.828536	112	2
1.028350	604.199528	112	3
1.015376	596.576406	112	4
1.006397	591.300931	112	5
1.006105	591.129279	112	6
1.015147	596.442105	112	7
0.979536	575.518755	112	8
0.985544	579.048751	112	9
1.014824	596.252233	112	10
1.001569	588.464010	112	11
0.988908	581.025232	112	12
0.981927	576.923694	112	13
1.013735	595.612082	112	14
1.100726	646.723113	112	15
0.885665	520.365744	112	16
0.949826	558.063121	112	17
0.967116	568.221575	112	18
1.019226	598.838276	112	19
0.985204	578.849019	112	20
0.999993	587.538061	112	21
1.010268	593.575443	112	22
1.004265	590.048434	112	23
0.978389	574.845341	112	24
0.967302	568.330874	112	25
0.954012	560.522253	112	26
1.019716	599.126459	112	27
1.032543	606.662695	112	28
1.019155	598.796986	112	29
0.918992	539.946881	112	30
1.019307	598.885859	112	31
1.018090	598.170898	112	32
1.004077	589.937705	112	33
0.948111	557.055628	112	34
1.040278	611.207714	112	35
1.008962	592.807800	112	36
0.995791	585.069299	112	37
1.005878	590.996220	112	38
0.990303	581.845013	112	39
0.976065	573.479453	112	40
1.018879	598.634907	112	41
0.995342	584.805894	112	42
1.041224	611.763362	112	43
1.001433	588.384310	112	44
1.050013	616.927349	112	45
1.000680	587.941927	112	46
1.012976	595.166396	112	47
1.022363	600.681899	112	48
0.997518	586.084107	112	49
1.004139	589.974335	112	50
0.989786	581.541493	112	51
1.019305	598.884835	112	52
1.037024	609.295373	112	53
1.068764	627.944472	112	54
1.013024	595.194335	112	55
0.956017	561.700300	112	56
0.973280	571.843180	112	57
1.006876	591.582128	112	58
0.977228	574.162903	112	59
0.997103	585.840569	112	60
1.000587	587.887369	112	61
1.045656	614.367447	112	62
0.965135	567.057689	112	63
1.017723	597.955661	112	64
1.004826	590.377794	112	65
0.949094	557.632728	112	66
0.998963	586.933086	112	67
0.996305	585.371470	112	68
1.005006	590.483856	112	69
1.018191	598.230391	112	70
1.006783	591.527742	112	71
1.017665	597.921223	112	72
0.983666	577.945695	112	73
0.992768	583.293545	112	74
1.012477	594.873248	112	75
0.981106	576.441495	112	76
0.990635	582.040047	112	77
1.000556	587.869162	112	78
1.029678	604.979343	112	79
0.988387	580.719244	112	80
0.999831	587.443069	112	81
0.998198	586.483576	112	82
0.989680	581.478982	112	83
0.996358	585.402849	112	84
0.994808	584.491749	112	85
0.980224	575.923050	112	86
0.987051	579.934328	112	87
0.998647	586.747242	112	88
0.989362	581.292076	112	89
0.998807	586.841255	112	90
0.986522	579.623302	112	91
0.990215	581.793113	112	92
0.999372	587.173562	112	93
1.033172	607.032473	112	94
1.026397	603.051861	112	95
0.980137	575.872332	112	96
0.995225	584.736701	112	97
0.995288	584.774070	112	98
1.004480	590.174786	112	99
0.986196	579.431777	112	100
1.017140	597.612698	112	101
1.022514	600.770593	112	102
0.991095	582.310146	112	103
1.016543	597.261899	112	104
1.009179	592.935740	112	105
1.011474	594.284164	112	106
1.005888	591.001613	112	107
0.972547	571.412825	112	108
0.981194	576.492871	112	109
1.025598	602.582088	112	110
1.033979	607.506364	112	111
0.867170	513.539968	113	0
1.065062	630.731705	113	1
1.003003	593.980561	113	2
1.022427	605.483073	113	3
1.014018	600.503641	113	4
1.015525	601.396024	113	5
1.002613	593.749746	113	6
1.010575	598.464687	113	7
0.995013	589.248874	113	8
0.983182	582.242586	113	9
1.016296	601.852367	113	10
1.001879	593.315000	113	11
0.998590	591.366858	113	12
0.993004	588.058858	113	13
1.022943	605.788677	113	14
1.094928	648.418741	113	15
0.833078	493.350264	113	16
0.970279	574.601351	113	17
0.989810	586.167243	113	18
1.023963	606.392951	113	19
1.026844	608.099059	113	20
0.987037	584.525578	113	21
0.977751	579.025862	113	22
0.991899	587.404507	113	23
0.970826	574.925110	113	24
0.977221	578.712171	113	25
1.007622	596.715699	113	26
1.014029	600.510297	113	27
1.004894	595.100342	113	28
1.028157	608.876788	113	29
0.924632	547.568776	113	30
1.020778	604.506965	113	31
0.992989	588.049831	113	32
0.992445	587.727900	113	33
0.999918	592.153456	113	34
1.042045	617.101332	113	35
1.010120	598.195257	113	36
1.000355	592.412131	113	37
0.979023	579.779617	113	38
0.978125	579.247407	113	39
0.945645	560.012619	113	40
1.031080	610.607508	113	41
0.989601	586.043991	113	42
1.033586	612.091827	113	43
1.026315	607.785699	113	44
1.024531	606.729084	113	45
0.997011	590.432132	113	46
0.986559	584.242107	113	47
0.999977	592.188404	113	48
1.020435	604.303599	113	49
1.024229	606.550372	113	50
1.037792	614.582618	113	51
1.015118	601.155162	113	52
1.031606	610.919346	113	53
0.989825	586.176669	113	54
0.999794	592.080106	113	55
1.029205	609.497341	113	56
0.985154	583.410289	113	57
0.997358	590.637568	113	58
0.962223	569.830245	113	59
0.982908	582.079967	113	60
1.021294	604.812413	113	61
1.013129	599.976787	113	62
0.974075	576.848983	113	63
0.997957	590.992473	113	64
0.970669	574.831902	113	65
1.020582	604.391027	113	66
0.972603	575.977362	113	67
1.011279	598.881586	113	68
1.007243	596.491347	113	69
0.975461	577.669979	113	70
0.978078	579.219972	113	71
0.998042	591.042404	113	72
1.038101	614.765281	113	73
0.992841	587.962394	113	74
1.010906	598.660892	113	75
1.003688	594.385956	113	76
0.975807	577.874891	113	77
0.994228	588.783959	113	78
0.955096	565.610036	113	79
1.055330	624.968751	113	80
1.026093	607.654303	113	81
0.968668	573.647265	113	82
0.997160	590.520268	113	83
0.997289	590.596672	113	84
0.979984	580.348765	113	85
0.980393	580.590573	113	86
0.994855	589.155271	113	87
0.978322	579.364038	113	88
1.014630	600.865740	113	89
0.992656	587.853168	113	90
1.006366	595.972236	113	91
1.010371	598.343665	113	92
0.994226	588.782948	113	93
0.984482	583.012149	113	94
1.024680	606.817631	113	95
1.042912	617.614488	113	96
0.975911	577.936767	113	97
0.994230	588.784867	113	98
0.999694	592.020673	113	99
1.027191	608.304548	113	100
0.983977	582.713032	113	101
0.999621	591.977453	113	102
1.042254	617.224775	113	103
0.987545	584.825922	113	104
1.019550	603.779476	113	105
1.012332	599.505012	113	106
1.008099	596.998145	113	107
1.006403	595.993689	113	108
0.976836	578.484059	113	109
0.982349	581.748936	113	110
1.028051	608.813754	113	111
1.036446	613.785171	113	112
0.858739	513.539968	114	0
1.065113	636.955063	114	1
1.001839	599.116389	114	2
1.014013	606.396364	114	3
1.010732	604.434249	114	4
1.017563	608.519709	114	5
0.993348	594.038440	114	6
0.999870	597.938862	114	7
1.004869	600.928134	114	8
0.980703	586.476452	114	9
1.006475	601.888508	114	10
1.007572	602.544649	114	11
1.012602	605.552575	114	12
0.989880	591.964822	114	13
1.004250	600.557958	114	14
1.076093	643.521341	114	15
0.760433	454.751591	114	16
0.993473	594.113404	114	17
1.005933	601.564386	114	18
1.029925	615.912425	114	19
1.012102	605.253796	114	20
0.957888	572.832560	114	21
0.962788	575.762980	114	22
0.997334	596.422370	114	23
0.971184	580.784000	114	24
1.012394	605.428479	114	25
1.029252	615.509810	114	26
0.972814	581.759011	114	27
0.985647	589.433360	114	28
1.042830	623.629494	114	29
0.965803	577.566214	114	30
0.980170	586.157898	114	31
0.997244	596.368162	114	32
1.023833	612.269124	114	33
1.016511	607.890444	114	34
0.975779	583.531746	114	35
1.017160	608.278438	114	36
1.019861	609.893552	114	37
0.951657	569.106726	114	38
1.012105	605.255598	114	39
1.000781	598.483703	114	40
0.997134	596.302763	114	41
0.986959	590.217708	114	42
1.025685	613.376820	114	43
1.043342	623.935710	114	44
1.012056	605.226127	114	45
1.043158	623.825795	114	46
0.999315	597.606965	114	47
1.014350	606.598121	114	48
1.036704	619.965914	114	49
1.009895	603.933631	114	50
1.007869	602.722289	114	51
0.982037	587.274230	114	52
1.021938	611.135860	114	53
1.027507	614.466202	114	54
1.069919	639.829504	114	55
1.012103	605.254065	114	56
0.955519	571.416341	114	57
0.971454	580.945255	114	58
1.009928	603.953606	114	59
0.972888	581.803239	114	60
0.984616	588.816638	114	61
1.006215	601.733387	114	62
1.039330	621.536625	114	63
0.949601	567.877332	114	64
1.022549	611.501382	114	65
0.987419	590.492733	114	66
